parca_no,tahmin_tarihi,tahmin_ayi,tahmin,birim_maliyet,tedarik_suresi,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_Q,mevcut_r,mevcut_SS,baslangic_stok
Part-109,2025-01-01,1,159.86,218.44,20,50,5.1515,993.35,154,5221,2663,1830
Part-109,2025-02-01,2,215.51,218.44,20,50,5.1515,993.35,154,5221,2663,1830
Part-109,2025-03-01,3,184.35,218.44,20,50,5.1515,993.35,154,5221,2663,1830
Part-1090,2025-01-01,1,0.9,2062.87,20,200,32.4902,6835.5,10,47,45,14
Part-1090,2025-02-01,2,0.55,2062.87,20,200,32.4902,6835.5,10,47,45,14
Part-1090,2025-03-01,3,0.58,2062.87,20,200,32.4902,6835.5,10,47,45,14
Part-1091,2025-01-01,1,0.8,407.51,14,150,5.3655,1168.49,29,35,22,15
Part-1091,2025-02-01,2,41.1,407.51,14,150,5.3655,1168.49,29,35,22,15
Part-1091,2025-03-01,3,0.89,407.51,14,150,5.3655,1168.49,29,35,22,15
Part-1092,2025-01-01,1,1.34,484.84,20,100,8.9695,1026.67,30,71,47,40
Part-1092,2025-02-01,2,0.82,484.84,20,100,8.9695,1026.67,30,71,47,40
Part-1092,2025-03-01,3,0.69,484.84,20,100,8.9695,1026.67,30,71,47,40
Part-1093,2025-01-01,1,1.23,482.25,20,100,8.3992,1261.84,15,51,45,13
Part-1093,2025-02-01,2,1.15,482.25,20,100,8.3992,1261.84,15,51,45,13
Part-1093,2025-03-01,3,3.63,482.25,20,100,8.3992,1261.84,15,51,45,13
Part-1094,2025-01-01,1,0.98,153.1,20,300,2.0286,459.09,49,41,41,13
Part-1094,2025-02-01,2,0.86,153.1,20,300,2.0286,459.09,49,41,41,13
Part-1094,2025-03-01,3,0.58,153.1,20,300,2.0286,459.09,49,41,41,13
Part-1095,2025-01-01,1,0.63,3762.19,20,100,57.6869,8322.16,4,50,47,13
Part-1095,2025-02-01,2,0.64,3762.19,20,100,57.6869,8322.16,4,50,47,13
Part-1095,2025-03-01,3,1.24,3762.19,20,100,57.6869,8322.16,4,50,47,13
Part-1096,2025-01-01,1,1.07,1618.12,14,100,30.0701,4152.69,6,42,36,16
Part-1096,2025-02-01,2,0.97,1618.12,14,100,30.0701,4152.69,6,42,36,16
Part-1096,2025-03-01,3,0.86,1618.12,14,100,30.0701,4152.69,6,42,36,16
Part-1097,2025-01-01,1,0.51,401.04,14,100,9.0568,1688.59,17,72,56,27
Part-1097,2025-02-01,2,0.55,401.04,14,100,9.0568,1688.59,17,72,56,27
Part-1097,2025-03-01,3,0.56,401.04,14,100,9.0568,1688.59,17,72,56,27
Part-1098,2025-01-01,1,0.8,423.89,14,100,10.2087,1721.24,11,38,36,11
Part-1098,2025-02-01,2,0.55,423.89,14,100,10.2087,1721.24,11,38,36,11
Part-1098,2025-03-01,3,0.56,423.89,14,100,10.2087,1721.24,11,38,36,11
Part-1099,2025-01-01,1,0.94,490.24,20,100,9.2737,2112.7,15,31,30,15
Part-1099,2025-02-01,2,0.71,490.24,20,100,9.2737,2112.7,15,31,30,15
Part-1099,2025-03-01,3,0.56,490.24,20,100,9.2737,2112.7,15,31,30,15
Part-11,2025-01-01,1,49344.23,1694.65,20,100,32.1984,8425.14,512,151066,59613,84884
Part-11,2025-02-01,2,71080.89,1694.65,20,100,32.1984,8425.14,512,151066,59613,84884
Part-11,2025-03-01,3,67525.57,1694.65,20,100,32.1984,8425.14,512,151066,59613,84884
Part-110,2025-01-01,1,2531.63,302.17,14,100,5.1369,742.72,311,5884,2327,5958
Part-110,2025-02-01,2,2063.1,302.17,14,100,5.1369,742.72,311,5884,2327,5958
Part-110,2025-03-01,3,3527.33,302.17,14,100,5.1369,742.72,311,5884,2327,5958
Part-1100,2025-01-01,1,68.74,1341.92,20,75,23.4836,3349.13,19,81,21,76
Part-1100,2025-02-01,2,34.02,1341.92,20,75,23.4836,3349.13,19,81,21,76
Part-1100,2025-03-01,3,71.45,1341.92,20,75,23.4836,3349.13,19,81,21,76
Part-1101,2025-01-01,1,0.62,386.02,14,50,9.4253,821.87,7,29,26,12
Part-1101,2025-02-01,2,0.78,386.02,14,50,9.4253,821.87,7,29,26,12
Part-1101,2025-03-01,3,0.58,386.02,14,50,9.4253,821.87,7,29,26,12
Part-1102,2025-01-01,1,1.09,5379.51,14,150,131.798,18321.37,8,31,25,19
Part-1102,2025-02-01,2,0.98,5379.51,14,150,131.798,18321.37,8,31,25,19
Part-1102,2025-03-01,3,0.86,5379.51,14,150,131.798,18321.37,8,31,25,19
Part-1103,2025-01-01,1,57.64,147.43,20,100,2.1992,446.47,83,121,51,71
Part-1103,2025-02-01,2,77.65,147.43,20,100,2.1992,446.47,83,121,51,71
Part-1103,2025-03-01,3,2.76,147.43,20,100,2.1992,446.47,83,121,51,71
Part-1104,2025-01-01,1,19.48,199.33,20,75,3.8205,863.14,33,41,21,31
Part-1104,2025-02-01,2,17.93,199.33,20,75,3.8205,863.14,33,41,21,31
Part-1104,2025-03-01,3,12.05,199.33,20,75,3.8205,863.14,33,41,21,31
Part-1105,2025-01-01,1,1.25,5693.09,20,75,129.5178,20588.95,8,186,149,43
Part-1105,2025-02-01,2,3.33,5693.09,20,75,129.5178,20588.95,8,186,149,43
Part-1105,2025-03-01,3,0.89,5693.09,20,75,129.5178,20588.95,8,186,149,43
Part-1106,2025-01-01,1,1.29,457.07,20,75,10.3983,2190.98,10,44,36,18
Part-1106,2025-02-01,2,1.25,457.07,20,75,10.3983,2190.98,10,44,36,18
Part-1106,2025-03-01,3,0.94,457.07,20,75,10.3983,2190.98,10,44,36,18
Part-1107,2025-01-01,1,2.91,5177.25,20,100,109.1537,11305.14,5,73,62,21
Part-1107,2025-02-01,2,19.47,5177.25,20,100,109.1537,11305.14,5,73,62,21
Part-1107,2025-03-01,3,0.96,5177.25,20,100,109.1537,11305.14,5,73,62,21
Part-1108,2025-01-01,1,664.51,308.95,14,100,5.6898,954.97,100,484,326,280
Part-1108,2025-02-01,2,1.96,308.95,14,100,5.6898,954.97,100,484,326,280
Part-1108,2025-03-01,3,2.45,308.95,14,100,5.6898,954.97,100,484,326,280
Part-1109,2025-01-01,1,0.54,1986.01,20,75,34.9207,6386.46,7,40,29,14
Part-1109,2025-02-01,2,0.55,1986.01,20,75,34.9207,6386.46,7,40,29,14
Part-1109,2025-03-01,3,0.69,1986.01,20,75,34.9207,6386.46,7,40,29,14
Part-111,2025-01-01,1,930.77,399.57,20,50,8.6573,854.19,134,3452,1561,1979
Part-111,2025-02-01,2,1681.91,399.57,20,50,8.6573,854.19,134,3452,1561,1979
Part-111,2025-03-01,3,3173.72,399.57,20,50,8.6573,854.19,134,3452,1561,1979
Part-1110,2025-01-01,1,0.67,4319.15,20,200,97.5408,10269.51,8,109,77,28
Part-1110,2025-02-01,2,0.86,4319.15,20,200,97.5408,10269.51,8,109,77,28
Part-1110,2025-03-01,3,27.45,4319.15,20,200,97.5408,10269.51,8,109,77,28
Part-1111,2025-01-01,1,0.59,395.85,20,75,6.0697,1484.06,30,141,137,31
Part-1111,2025-02-01,2,1.2,395.85,20,75,6.0697,1484.06,30,141,137,31
Part-1111,2025-03-01,3,0.56,395.85,20,75,6.0697,1484.06,30,141,137,31
Part-1112,2025-01-01,1,743.35,5909.96,14,75,105.3943,12532.7,11,466,373,183
Part-1112,2025-02-01,2,0.64,5909.96,14,75,105.3943,12532.7,11,466,373,183
Part-1112,2025-03-01,3,1.55,5909.96,14,75,105.3943,12532.7,11,466,373,183
Part-1113,2025-01-01,1,0.56,234.08,20,500,4.5841,968.66,34,35,29,9
Part-1113,2025-02-01,2,0.58,234.08,20,500,4.5841,968.66,34,35,29,9
Part-1113,2025-03-01,3,19.62,234.08,20,500,4.5841,968.66,34,35,29,9
Part-1114,2025-01-01,1,1.59,430.97,20,100,9.8764,910.35,24,108,66,27
Part-1114,2025-02-01,2,0.96,430.97,20,100,9.8764,910.35,24,108,66,27
Part-1114,2025-03-01,3,0.88,430.97,20,100,9.8764,910.35,24,108,66,27
Part-1115,2025-01-01,1,0.64,311.15,20,75,5.3414,1437.64,17,49,37,15
Part-1115,2025-02-01,2,0.59,311.15,20,75,5.3414,1437.64,17,49,37,15
Part-1115,2025-03-01,3,0.64,311.15,20,75,5.3414,1437.64,17,49,37,15
Part-1116,2025-01-01,1,17.97,319.39,20,300,6.1749,701.09,44,87,67,26
Part-1116,2025-02-01,2,0.72,319.39,20,300,6.1749,701.09,44,87,67,26
Part-1116,2025-03-01,3,0.61,319.39,20,300,6.1749,701.09,44,87,67,26
Part-1117,2025-01-01,1,0.56,3427.97,20,75,54.8475,11549.0,5,46,43,17
Part-1117,2025-02-01,2,0.56,3427.97,20,75,54.8475,11549.0,5,46,43,17
Part-1117,2025-03-01,3,0.56,3427.97,20,75,54.8475,11549.0,5,46,43,17
Part-1118,2025-01-01,1,55.08,146.92,20,300,3.3792,362.33,133,141,68,130
Part-1118,2025-02-01,2,58.75,146.92,20,300,3.3792,362.33,133,141,68,130
Part-1118,2025-03-01,3,136.76,146.92,20,300,3.3792,362.33,133,141,68,130
Part-1119,2025-01-01,1,102.68,338.56,20,75,7.5612,812.33,16,65,60,26
Part-1119,2025-02-01,2,1.23,338.56,20,75,7.5612,812.33,16,65,60,26
Part-1119,2025-03-01,3,1.42,338.56,20,75,7.5612,812.33,16,65,60,26
Part-112,2025-01-01,1,5.0,30.52,14,100,0.5036,136.63,754,2954,2207,2182
Part-112,2025-02-01,2,1725.05,30.52,14,100,0.5036,136.63,754,2954,2207,2182
Part-112,2025-03-01,3,2503.28,30.52,14,100,0.5036,136.63,754,2954,2207,2182
Part-1120,2025-01-01,1,9.57,29.56,20,200,0.6725,123.08,138,96,56,89
Part-1120,2025-02-01,2,45.01,29.56,20,200,0.6725,123.08,138,96,56,89
Part-1120,2025-03-01,3,95.1,29.56,20,200,0.6725,123.08,138,96,56,89
Part-1121,2025-01-01,1,0.7,168.81,20,75,2.2367,729.72,26,27,25,8
Part-1121,2025-02-01,2,0.95,168.81,20,75,2.2367,729.72,26,27,25,8
Part-1121,2025-03-01,3,0.73,168.81,20,75,2.2367,729.72,26,27,25,8
Part-1122,2025-01-01,1,1.88,180.2,20,300,3.3487,760.01,133,180,104,96
Part-1122,2025-02-01,2,2.01,180.2,20,300,3.3487,760.01,133,180,104,96
Part-1122,2025-03-01,3,162.58,180.2,20,300,3.3487,760.01,133,180,104,96
Part-1123,2025-01-01,1,0.95,251.87,20,150,3.5682,809.0,28,36,34,12
Part-1123,2025-02-01,2,0.92,251.87,20,150,3.5682,809.0,28,36,34,12
Part-1123,2025-03-01,3,0.57,251.87,20,150,3.5682,809.0,28,36,34,12
Part-1124,2025-01-01,1,1.04,184.38,7,75,3.8566,916.8,39,65,58,44
Part-1124,2025-02-01,2,85.75,184.38,7,75,3.8566,916.8,39,65,58,44
Part-1124,2025-03-01,3,1.08,184.38,7,75,3.8566,916.8,39,65,58,44
Part-1125,2025-01-01,1,41.73,229.79,20,200,3.7724,693.94,71,97,44,66
Part-1125,2025-02-01,2,22.04,229.79,20,200,3.7724,693.94,71,97,44,66
Part-1125,2025-03-01,3,20.46,229.79,20,200,3.7724,693.94,71,97,44,66
Part-1126,2025-01-01,1,0.79,4635.14,20,100,102.7456,12681.0,33,1973,1749,666
Part-1126,2025-02-01,2,144.55,4635.14,20,100,102.7456,12681.0,33,1973,1749,666
Part-1126,2025-03-01,3,58.7,4635.14,20,100,102.7456,12681.0,33,1973,1749,666
Part-1127,2025-01-01,1,17.19,5029.06,20,200,67.0541,25092.58,15,133,69,69
Part-1127,2025-02-01,2,132.11,5029.06,20,200,67.0541,25092.58,15,133,69,69
Part-1127,2025-03-01,3,105.47,5029.06,20,200,67.0541,25092.58,15,133,69,69
Part-1128,2025-01-01,1,100.76,5823.62,20,150,110.1635,28721.11,13,175,116,94
Part-1128,2025-02-01,2,125.5,5823.62,20,150,110.1635,28721.11,13,175,116,94
Part-1128,2025-03-01,3,198.84,5823.62,20,150,110.1635,28721.11,13,175,116,94
Part-1129,2025-01-01,1,0.87,417.09,20,200,5.874,1574.73,40,72,64,37
Part-1129,2025-02-01,2,71.45,417.09,20,200,5.874,1574.73,40,72,64,37
Part-1129,2025-03-01,3,1.6,417.09,20,200,5.874,1574.73,40,72,64,37
Part-113,2025-01-01,1,1668.93,211.85,14,100,3.4426,773.97,483,3977,1704,3974
Part-113,2025-02-01,2,1075.67,211.85,14,100,3.4426,773.97,483,3977,1704,3974
Part-113,2025-03-01,3,1155.27,211.85,14,100,3.4426,773.97,483,3977,1704,3974
Part-1130,2025-01-01,1,9.96,232.59,20,100,4.5355,611.04,75,584,353,299
Part-1130,2025-02-01,2,8.24,232.59,20,100,4.5355,611.04,75,584,353,299
Part-1130,2025-03-01,3,2.72,232.59,20,100,4.5355,611.04,75,584,353,299
Part-1131,2025-01-01,1,30.43,180.8,20,300,3.6311,490.96,90,101,86,45
Part-1131,2025-02-01,2,1.29,180.8,20,300,3.6311,490.96,90,101,86,45
Part-1131,2025-03-01,3,1.19,180.8,20,300,3.6311,490.96,90,101,86,45
Part-1132,2025-01-01,1,164.31,3567.02,20,150,65.0981,12708.07,32,328,124,412
Part-1132,2025-02-01,2,237.99,3567.02,20,150,65.0981,12708.07,32,328,124,412
Part-1132,2025-03-01,3,277.72,3567.02,20,150,65.0981,12708.07,32,328,124,412
Part-1133,2025-01-01,1,0.63,91.54,14,50,1.4646,396.21,26,88,74,32
Part-1133,2025-02-01,2,1.08,91.54,14,50,1.4646,396.21,26,88,74,32
Part-1133,2025-03-01,3,0.57,91.54,14,50,1.4646,396.21,26,88,74,32
Part-1134,2025-01-01,1,85.67,123.72,7,50,1.598,276.19,78,114,62,160
Part-1134,2025-02-01,2,57.51,123.72,7,50,1.598,276.19,78,114,62,160
Part-1134,2025-03-01,3,60.96,123.72,7,50,1.598,276.19,78,114,62,160
Part-1135,2025-01-01,1,2.1,6590.01,14,200,136.7427,26775.28,11,100,68,44
Part-1135,2025-02-01,2,2.22,6590.01,14,200,136.7427,26775.28,11,100,68,44
Part-1135,2025-03-01,3,0.99,6590.01,14,200,136.7427,26775.28,11,100,68,44
Part-1136,2025-01-01,1,19.82,182.67,20,200,4.2775,421.85,58,114,70,109
Part-1136,2025-02-01,2,36.91,182.67,20,200,4.2775,421.85,58,114,70,109
Part-1136,2025-03-01,3,49.02,182.67,20,200,4.2775,421.85,58,114,70,109
Part-1137,2025-01-01,1,0.54,2494.51,20,150,54.0477,11305.95,7,24,24,12
Part-1137,2025-02-01,2,17.94,2494.51,20,150,54.0477,11305.95,7,24,24,12
Part-1137,2025-03-01,3,0.66,2494.51,20,150,54.0477,11305.95,7,24,24,12
Part-1138,2025-01-01,1,38.55,1388.85,20,100,32.8694,4994.8,13,111,71,43
Part-1138,2025-02-01,2,1.3,1388.85,20,100,32.8694,4994.8,13,111,71,43
Part-1138,2025-03-01,3,0.93,1388.85,20,100,32.8694,4994.8,13,111,71,43
Part-1139,2025-01-01,1,64.44,4507.62,20,75,108.5585,22398.73,13,250,130,153
Part-1139,2025-02-01,2,99.53,4507.62,20,75,108.5585,22398.73,13,250,130,153
Part-1139,2025-03-01,3,35.62,4507.62,20,75,108.5585,22398.73,13,250,130,153
Part-114,2025-01-01,1,1925.42,488.54,20,100,10.0151,2190.18,271,4717,1953,4040
Part-114,2025-02-01,2,964.25,488.54,20,100,10.0151,2190.18,271,4717,1953,4040
Part-114,2025-03-01,3,731.5,488.54,20,100,10.0151,2190.18,271,4717,1953,4040
Part-1140,2025-01-01,1,0.7,195.05,20,150,3.5272,830.71,24,31,21,9
Part-1140,2025-02-01,2,0.56,195.05,20,150,3.5272,830.71,24,31,21,9
Part-1140,2025-03-01,3,0.57,195.05,20,150,3.5272,830.71,24,31,21,9
Part-1141,2025-01-01,1,110.83,192.53,7,75,4.0913,672.25,128,274,133,512
Part-1141,2025-02-01,2,208.35,192.53,7,75,4.0913,672.25,128,274,133,512
Part-1141,2025-03-01,3,148.26,192.53,7,75,4.0913,672.25,128,274,133,512
Part-1142,2025-01-01,1,1.54,442.25,20,100,7.7394,1071.81,31,160,96,54
Part-1142,2025-02-01,2,17.18,442.25,20,100,7.7394,1071.81,31,160,96,54
Part-1142,2025-03-01,3,93.15,442.25,20,100,7.7394,1071.81,31,160,96,54
Part-1143,2025-01-01,1,42.11,21.56,20,150,0.5174,78.2,109,55,38,28
Part-1143,2025-02-01,2,0.7,21.56,20,150,0.5174,78.2,109,55,38,28
Part-1143,2025-03-01,3,0.99,21.56,20,150,0.5174,78.2,109,55,38,28
Part-1144,2025-01-01,1,0.51,496.46,20,100,9.681,1163.37,19,80,69,17
Part-1144,2025-02-01,2,0.56,496.46,20,100,9.681,1163.37,19,80,69,17
Part-1144,2025-03-01,3,0.56,496.46,20,100,9.681,1163.37,19,80,69,17
Part-1145,2025-01-01,1,28.6,478.48,20,100,10.4867,2256.27,13,36,22,11
Part-1145,2025-02-01,2,0.96,478.48,20,100,10.4867,2256.27,13,36,22,11
Part-1145,2025-03-01,3,0.86,478.48,20,100,10.4867,2256.27,13,36,22,11
Part-1146,2025-01-01,1,0.63,273.41,20,100,3.4632,735.53,112,912,773,197
Part-1146,2025-02-01,2,0.61,273.41,20,100,3.4632,735.53,112,912,773,197
Part-1146,2025-03-01,3,3.82,273.41,20,100,3.4632,735.53,112,912,773,197
Part-1147,2025-01-01,1,32.88,360.79,20,100,7.0955,1658.23,56,149,95,105
Part-1147,2025-02-01,2,39.11,360.79,20,100,7.0955,1658.23,56,149,95,105
Part-1147,2025-03-01,3,28.77,360.79,20,100,7.0955,1658.23,56,149,95,105
Part-1148,2025-01-01,1,0.54,467.95,20,150,10.1779,1362.53,14,32,21,8
Part-1148,2025-02-01,2,1.62,467.95,20,150,10.1779,1362.53,14,32,21,8
Part-1148,2025-03-01,3,1.04,467.95,20,150,10.1779,1362.53,14,32,21,8
Part-1149,2025-01-01,1,0.53,5008.04,20,200,78.8766,13349.91,7,34,20,12
Part-1149,2025-02-01,2,17.63,5008.04,20,200,78.8766,13349.91,7,34,20,12
Part-1149,2025-03-01,3,19.0,5008.04,20,200,78.8766,13349.91,7,34,20,12
Part-115,2025-01-01,1,1431.94,64.76,20,500,0.9336,170.91,1422,2200,1092,2940
Part-115,2025-02-01,2,1508.26,64.76,20,500,0.9336,170.91,1422,2200,1092,2940
Part-115,2025-03-01,3,1123.35,64.76,20,500,0.9336,170.91,1422,2200,1092,2940
Part-1150,2025-01-01,1,2.23,5739.05,20,150,72.6946,16716.18,12,78,52,34
Part-1150,2025-02-01,2,1.34,5739.05,20,150,72.6946,16716.18,12,78,52,34
Part-1150,2025-03-01,3,1.47,5739.05,20,150,72.6946,16716.18,12,78,52,34
Part-1151,2025-01-01,1,1.62,3614.94,7,50,78.9262,14903.18,7,42,41,32
Part-1151,2025-02-01,2,0.65,3614.94,7,50,78.9262,14903.18,7,42,41,32
Part-1151,2025-03-01,3,0.68,3614.94,7,50,78.9262,14903.18,7,42,41,32
Part-1152,2025-01-01,1,4.21,284.1,14,300,4.7587,1015.84,52,40,31,19
Part-1152,2025-02-01,2,0.56,284.1,14,300,4.7587,1015.84,52,40,31,19
Part-1152,2025-03-01,3,0.57,284.1,14,300,4.7587,1015.84,52,40,31,19
Part-1153,2025-01-01,1,291.78,83.93,20,150,1.4968,194.92,169,355,200,220
Part-1153,2025-02-01,2,4.89,83.93,20,150,1.4968,194.92,169,355,200,220
Part-1153,2025-03-01,3,178.45,83.93,20,150,1.4968,194.92,169,355,200,220
Part-1154,2025-01-01,1,0.49,465.78,7,300,9.0827,1123.08,29,42,32,14
Part-1154,2025-02-01,2,0.56,465.78,7,300,9.0827,1123.08,29,42,32,14
Part-1154,2025-03-01,3,0.56,465.78,7,300,9.0827,1123.08,29,42,32,14
Part-1155,2025-01-01,1,484.93,218.63,20,500,3.0426,685.53,297,369,200,324
Part-1155,2025-02-01,2,122.11,218.63,20,500,3.0426,685.53,297,369,200,324
Part-1155,2025-03-01,3,159.79,218.63,20,500,3.0426,685.53,297,369,200,324
Part-1156,2025-01-01,1,20.26,460.24,20,100,6.3667,1387.91,31,41,27,36
Part-1156,2025-02-01,2,0.74,460.24,20,100,6.3667,1387.91,31,41,27,36
Part-1156,2025-03-01,3,9.5,460.24,20,100,6.3667,1387.91,31,41,27,36
Part-1157,2025-01-01,1,186.16,2749.56,20,300,67.3642,12524.81,54,768,188,947
Part-1157,2025-02-01,2,409.35,2749.56,20,300,67.3642,12524.81,54,768,188,947
Part-1157,2025-03-01,3,626.06,2749.56,20,300,67.3642,12524.81,54,768,188,947
Part-1158,2025-01-01,1,0.63,348.55,20,100,5.8382,1295.48,25,58,47,15
Part-1158,2025-02-01,2,0.95,348.55,20,100,5.8382,1295.48,25,58,47,15
Part-1158,2025-03-01,3,0.56,348.55,20,100,5.8382,1295.48,25,58,47,15
Part-1159,2025-01-01,1,0.75,325.56,7,100,5.1004,833.48,41,46,35,46
Part-1159,2025-02-01,2,0.57,325.56,7,100,5.1004,833.48,41,46,35,46
Part-1159,2025-03-01,3,44.9,325.56,7,100,5.1004,833.48,41,46,35,46
Part-116,2025-01-01,1,1153.44,203.15,20,75,4.7402,913.75,312,2843,1433,3179
Part-116,2025-02-01,2,3839.27,203.15,20,75,4.7402,913.75,312,2843,1433,3179
Part-116,2025-03-01,3,2035.93,203.15,20,75,4.7402,913.75,312,2843,1433,3179
Part-1160,2025-01-01,1,73.48,5187.61,14,50,67.8712,10816.32,2,31,21,9
Part-1160,2025-02-01,2,1.35,5187.61,14,50,67.8712,10816.32,2,31,21,9
Part-1160,2025-03-01,3,1.2,5187.61,14,50,67.8712,10816.32,2,31,21,9
Part-1161,2025-01-01,1,0.63,6556.96,7,100,96.1687,15127.49,4,16,17,9
Part-1161,2025-02-01,2,1.42,6556.96,7,100,96.1687,15127.49,4,16,17,9
Part-1161,2025-03-01,3,1.42,6556.96,7,100,96.1687,15127.49,4,16,17,9
Part-1162,2025-01-01,1,0.52,220.23,7,150,3.9458,903.21,16,21,17,6
Part-1162,2025-02-01,2,0.64,220.23,7,150,3.9458,903.21,16,21,17,6
Part-1162,2025-03-01,3,0.65,220.23,7,150,3.9458,903.21,16,21,17,6
Part-1163,2025-01-01,1,0.59,103.22,7,500,1.7289,468.75,63,11,10,13
Part-1163,2025-02-01,2,0.58,103.22,7,500,1.7289,468.75,63,11,10,13
Part-1163,2025-03-01,3,0.59,103.22,7,500,1.7289,468.75,63,11,10,13
Part-1164,2025-01-01,1,34.24,488.61,20,150,8.7135,2124.29,36,80,57,29
Part-1164,2025-02-01,2,1.25,488.61,20,150,8.7135,2124.29,36,80,57,29
Part-1164,2025-03-01,3,0.71,488.61,20,150,8.7135,2124.29,36,80,57,29
Part-1165,2025-01-01,1,0.8,223.53,14,200,4.7686,976.74,20,43,32,11
Part-1165,2025-02-01,2,0.56,223.53,14,200,4.7686,976.74,20,43,32,11
Part-1165,2025-03-01,3,0.57,223.53,14,200,4.7686,976.74,20,43,32,11
Part-1166,2025-01-01,1,0.55,994.2,14,300,20.3811,2766.74,14,26,22,9
Part-1166,2025-02-01,2,0.55,994.2,14,300,20.3811,2766.74,14,26,22,9
Part-1166,2025-03-01,3,0.56,994.2,14,300,20.3811,2766.74,14,26,22,9
Part-1167,2025-01-01,1,213.9,2381.02,20,150,44.4457,11827.14,13,136,92,21
Part-1167,2025-02-01,2,1.35,2381.02,20,150,44.4457,11827.14,13,136,92,21
Part-1167,2025-03-01,3,1.33,2381.02,20,150,44.4457,11827.14,13,136,92,21
Part-1168,2025-01-01,1,43.54,308.69,14,75,6.997,697.4,36,100,57,106
Part-1168,2025-02-01,2,131.11,308.69,14,75,6.997,697.4,36,100,57,106
Part-1168,2025-03-01,3,3.68,308.69,14,75,6.997,697.4,36,100,57,106
Part-1169,2025-01-01,1,52.68,7590.66,20,200,176.4828,33879.29,5,43,32,15
Part-1169,2025-02-01,2,2.1,7590.66,20,200,176.4828,33879.29,5,43,32,15
Part-1169,2025-03-01,3,1.56,7590.66,20,200,176.4828,33879.29,5,43,32,15
Part-117,2025-01-01,1,2501.96,141.15,20,200,2.4466,322.66,843,5414,1568,5986
Part-117,2025-02-01,2,2078.66,141.15,20,200,2.4466,322.66,843,5414,1568,5986
Part-117,2025-03-01,3,3780.86,141.15,20,200,2.4466,322.66,843,5414,1568,5986
Part-1170,2025-01-01,1,7.67,319.38,20,150,6.361,731.52,18,18,12,15
Part-1170,2025-02-01,2,8.09,319.38,20,150,6.361,731.52,18,18,12,15
Part-1170,2025-03-01,3,5.66,319.38,20,150,6.361,731.52,18,18,12,15
Part-1171,2025-01-01,1,0.54,332.62,20,200,4.6567,932.2,24,21,16,8
Part-1171,2025-02-01,2,0.57,332.62,20,200,4.6567,932.2,24,21,16,8
Part-1171,2025-03-01,3,0.58,332.62,20,200,4.6567,932.2,24,21,16,8
Part-1172,2025-01-01,1,1.29,66.07,14,150,1.1617,230.34,79,61,53,17
Part-1172,2025-02-01,2,1.8,66.07,14,150,1.1617,230.34,79,61,53,17
Part-1172,2025-03-01,3,0.57,66.07,14,150,1.1617,230.34,79,61,53,17
Part-1173,2025-01-01,1,191.67,160.87,7,50,3.2844,347.48,25,50,55,19
Part-1173,2025-02-01,2,1.32,160.87,7,50,3.2844,347.48,25,50,55,19
Part-1173,2025-03-01,3,2.01,160.87,7,50,3.2844,347.48,25,50,55,19
Part-1174,2025-01-01,1,31.34,6462.53,20,75,85.6285,20567.09,4,58,44,33
Part-1174,2025-02-01,2,1.11,6462.53,20,75,85.6285,20567.09,4,58,44,33
Part-1174,2025-03-01,3,1.1,6462.53,20,75,85.6285,20567.09,4,58,44,33
Part-1175,2025-01-01,1,37.56,326.93,20,100,4.1684,997.25,48,121,81,44
Part-1175,2025-02-01,2,85.57,326.93,20,100,4.1684,997.25,48,121,81,44
Part-1175,2025-03-01,3,32.74,326.93,20,100,4.1684,997.25,48,121,81,44
Part-1176,2025-01-01,1,0.63,48.73,20,100,1.1858,192.07,35,29,20,8
Part-1176,2025-02-01,2,0.58,48.73,20,100,1.1858,192.07,35,29,20,8
Part-1176,2025-03-01,3,0.57,48.73,20,100,1.1858,192.07,35,29,20,8
Part-1177,2025-01-01,1,1.02,161.0,20,200,3.4883,668.8,34,36,26,10
Part-1177,2025-02-01,2,0.72,161.0,20,200,3.4883,668.8,34,36,26,10
Part-1177,2025-03-01,3,0.6,161.0,20,200,3.4883,668.8,34,36,26,10
Part-1178,2025-01-01,1,21.06,2380.24,20,150,34.3151,5406.68,6,26,17,10
Part-1178,2025-02-01,2,0.65,2380.24,20,150,34.3151,5406.68,6,26,17,10
Part-1178,2025-03-01,3,0.63,2380.24,20,150,34.3151,5406.68,6,26,17,10
Part-1179,2025-01-01,1,2.92,6902.57,20,50,124.8215,14593.45,4,55,55,21
Part-1179,2025-02-01,2,1.4,6902.57,20,50,124.8215,14593.45,4,55,55,21
Part-1179,2025-03-01,3,3.02,6902.57,20,50,124.8215,14593.45,4,55,55,21
Part-118,2025-01-01,1,8126.68,4413.87,20,100,56.2768,20522.77,142,13054,4390,8219
Part-118,2025-02-01,2,4277.17,4413.87,20,100,56.2768,20522.77,142,13054,4390,8219
Part-118,2025-03-01,3,6277.25,4413.87,20,100,56.2768,20522.77,142,13054,4390,8219
Part-1180,2025-01-01,1,1.07,3846.3,14,100,57.374,16645.53,12,158,153,38
Part-1180,2025-02-01,2,0.55,3846.3,14,100,57.374,16645.53,12,158,153,38
Part-1180,2025-03-01,3,0.56,3846.3,14,100,57.374,16645.53,12,158,153,38
Part-1181,2025-01-01,1,0.55,41.07,20,150,0.5202,147.19,77,44,34,8
