parca_no,aylik_ort,aylik_std,tedarik_suresi,birim_maliyet,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_SS,mevcut_r,mevcut_Q,baslangic_stok
Part-1383,19190.2,9154.2,7,77.33,75,1.8108,340.26,8721,14717,1618,23141
Part-1384,10472.6,3908.7,20,131.78,100,2.0646,487.54,6294,13534,898,14164
Part-1385,2629.5,1170.6,20,7218.35,100,146.1716,21793.99,1885,3928,67,2961
Part-1386,1742.5,731.9,20,263.13,100,4.4732,760.04,1179,2563,259,1969
Part-1387,2046.9,1257.7,20,403.0,300,6.6495,890.55,2025,4019,505,3431
Part-1388,1517.9,779.1,14,255.84,75,4.328,928.07,1050,1899,188,2821
Part-1389,18730.0,7356.5,14,1564.67,75,29.3376,3803.35,9911,18935,397,36762
Part-1390,1688.0,590.0,20,307.0,75,7.0866,1136.68,950,2239,189,2749
Part-1391,1925.0,2048.0,20,6490.74,200,142.7963,25149.99,3298,4445,64,2279
Part-1392,137.4,299.8,20,225.41,500,4.0762,749.77,483,760,145,152
Part-1393,127.2,96.8,20,432.7,300,6.9232,1068.33,156,316,89,231
Part-1394,2139.2,1099.5,20,247.1,200,5.7245,814.97,1770,4705,401,3377
Part-1395,1860.6,1170.3,20,220.49,50,5.1631,1022.2,1884,3648,178,3011
Part-1396,5892.9,2840.0,20,265.64,100,4.8258,896.31,4573,9424,596,10498
Part-1397,1691.7,923.9,20,193.48,300,4.0953,585.89,1488,3592,492,2881
Part-1398,499.9,1153.8,14,260.12,150,4.4437,1011.68,1554,1788,163,917
Part-1399,2048.6,1707.5,20,7056.66,75,101.1455,27214.62,2749,4394,60,2164
Part-1400,17652.6,13951.9,20,7111.06,100,117.3325,16155.26,22466,35532,197,30848
Part-1401,1277.8,1262.5,20,21.89,50,0.4597,59.31,2033,2790,444,2365
Part-1402,371.1,643.3,14,244.19,150,5.3925,850.57,867,1020,121,477
Part-1403,206.1,296.9,20,108.95,300,2.524,337.64,478,647,170,338
Part-1404,256.4,535.9,14,33.89,50,0.4321,100.31,722,985,282,337
Part-1405,9275.8,2194.7,20,327.59,150,6.0877,1093.21,3534,10243,754,18162
Part-1406,1517.9,406.0,7,492.66,75,7.8415,1414.4,387,799,172,1569
Part-1407,1149.0,3544.5,14,376.05,500,7.9284,1144.1,4775,6450,463,1815
Part-1408,5632.5,2597.1,20,130.74,50,2.0374,564.91,4182,8268,628,6570
Part-1409,73.5,129.5,20,249.23,150,4.8808,879.95,209,266,72,126
Part-1410,73.9,249.5,20,3499.38,100,74.9451,16162.12,402,561,17,87
Part-1411,40.0,134.6,14,4029.44,300,89.3193,19525.38,181,181,14,49
Part-1412,185.0,258.7,20,1589.74,75,25.1709,7577.07,417,496,27,276
Part-1413,1238.8,593.8,20,398.33,100,5.4106,1099.84,956,2175,192,2372
Part-1414,2163.7,2397.3,14,1708.98,75,26.0619,5842.42,3230,4373,88,2622
Part-1415,144.8,342.7,20,9.63,200,0.1926,34.72,552,727,571,166
Part-1416,253.0,446.1,20,881.08,100,11.454,4014.7,718,1114,83,445
Part-1417,371.3,467.4,20,7613.99,75,110.4029,27997.11,753,953,17,557
Part-1418,225.0,445.6,20,47.84,200,1.192,131.95,718,989,225,430
Part-1419,1327.3,688.5,20,143.06,200,2.4678,521.11,1109,2438,463,1522
Part-1420,415.2,223.8,20,372.14,100,6.9466,793.72,360,654,138,683
Part-1421,8.8,16.3,20,272.13,100,3.447,1225.24,26,38,21,11
Part-1422,300.4,528.2,7,474.87,150,9.4578,1756.07,503,557,101,347
Part-1423,397.0,468.7,20,1338.5,150,22.1968,5293.97,755,1155,56,668
Part-1424,1002.5,675.8,20,6.64,150,0.1273,17.28,1088,1710,1278,1598
Part-1425,975.3,1173.9,20,14.77,100,0.2819,54.27,1890,2838,1075,1711
Part-1426,298.3,289.8,20,284.6,300,6.9964,1022.26,467,704,205,391
Part-1427,136.8,460.1,20,377.29,75,5.9738,1455.92,741,1019,44,198
Part-1428,1041.3,239.3,20,7447.2,100,146.4616,33827.12,385,1137,48,1464
Part-1429,1.4,3.2,20,456.2,100,7.8694,1958.75,5,6,7,3
Part-1430,2631.5,2999.4,20,118.39,300,2.1014,431.01,4830,7382,1064,3401
Part-1431,38.5,93.5,20,6519.44,200,85.8393,30512.34,151,211,13,50
Part-1432,52.8,128.3,7,414.41,200,8.7371,1274.42,122,148,51,72
Part-1433,400.8,353.1,20,418.96,50,6.2495,1457.0,569,1045,82,627
Part-1434,2915.1,1514.3,14,5302.12,150,97.2055,20934.37,2040,4579,106,3651
Part-1435,289.3,437.5,20,314.86,75,5.6412,1046.06,704,1164,73,554
Part-1436,2560.3,1958.3,14,7543.35,500,138.2948,23265.61,2638,4090,104,3241
Part-1437,1756.5,2770.5,14,300.76,150,5.163,702.93,3732,5109,293,3330
Part-1438,351.8,375.4,20,144.61,150,2.2415,565.09,604,1107,247,388
Part-1439,245.8,328.4,20,3997.74,100,72.2925,10305.45,529,950,22,407
Part-1440,194.3,121.6,20,356.46,150,4.6637,860.77,196,457,125,371
Part-1441,1745.5,412.4,20,101.99,200,1.5808,259.71,664,2250,853,2040
Part-1442,225.7,759.5,20,224.6,150,5.0161,913.1,1223,1277,93,444
Part-1443,49.0,166.3,20,213.94,150,4.9206,516.68,268,320,62,71
Part-1444,1695.7,661.4,20,375.73,100,8.0469,1851.86,1065,3038,204,3299
Part-1445,5134.5,1658.6,20,334.92,200,6.838,1431.99,2671,7725,673,8610
Part-1446,840.6,454.8,20,240.72,300,5.4563,765.06,732,1560,258,1094
Part-1447,18.0,58.8,20,328.0,50,4.6193,1239.79,95,132,23,21
Part-1448,1895.6,971.9,20,3820.13,75,72.9008,7727.66,1565,3244,75,2471
Part-1449,876.4,258.7,14,120.01,150,1.6701,544.08,349,1107,504,958
Part-1451,619.4,248.3,20,19.6,100,0.3724,43.43,400,973,650,709
Part-1452,115.3,324.1,14,6334.39,75,143.5795,27075.44,437,487,11,127
Part-1453,307.7,410.9,20,492.99,150,11.0923,1473.42,662,959,99,438
Part-1454,1485.2,3083.4,14,157.97,100,2.8961,584.9,4154,5880,393,2667
Part-1455,211.2,172.3,20,465.27,150,8.7238,2108.65,277,410,90,241
Part-1456,215.4,198.3,20,305.24,500,3.9172,1321.02,319,466,179,243
Part-1457,1590.3,1277.0,14,116.34,200,2.2202,350.24,1720,3415,675,2614
Part-1458,77.2,144.3,20,10.87,200,0.2283,50.07,232,269,416,92
Part-1459,140.1,439.7,20,363.25,75,5.6001,1150.25,708,888,68,154
Part-1460,164.6,554.5,20,3542.19,100,87.9644,12397.92,893,1114,17,192
Part-1461,156.5,120.6,20,6077.86,75,149.9205,23323.03,194,350,14,301
Part-1462,3225.3,3383.3,20,169.69,500,2.715,375.51,5448,9288,1054,5875
Part-1463,1633.3,410.1,20,449.53,150,9.6274,1704.39,660,2002,250,2212
Part-1464,193.5,136.4,20,82.83,50,1.0699,309.14,220,424,108,320
Part-1465,446.9,419.6,14,418.54,100,8.7196,1933.86,565,835,112,687
Part-1466,61.8,84.3,14,88.77,100,1.805,271.72,114,170,108,104
Part-1467,304.3,313.8,20,6803.6,150,154.7819,18550.46,505,687,19,512
Part-1468,302.9,421.2,14,251.99,75,4.1158,864.21,567,813,135,493
Part-1469,196.0,277.0,20,3809.21,50,89.5164,15472.99,446,559,15,248
Part-1470,164.4,452.3,20,147.53,100,3.4301,543.75,728,819,120,171
Part-1471,919.0,416.7,14,3689.37,100,76.8619,8908.43,561,1055,58,1338
Part-1472,122.1,79.3,20,367.91,200,6.7757,1119.8,128,215,90,231
Part-1473,28.2,30.6,20,141.46,100,2.8646,309.99,49,89,51,44
Part-1474,786.6,1173.9,14,2925.32,100,63.1382,12338.94,1582,1956,62,1441
Part-1475,1040.1,1081.3,7,424.09,150,10.4609,1971.53,1030,1676,168,2071
Part-1476,319.8,381.5,20,419.33,50,5.8706,896.12,614,1136,69,372
Part-1477,1415.5,1261.7,20,87.74,150,1.4404,313.78,2032,3573,607,2395
Part-1478,132.5,145.4,20,329.1,75,7.3225,1216.99,234,311,62,222
Part-1479,198.6,351.9,20,303.13,100,5.33,1005.33,567,732,101,393
Part-1480,49.6,87.6,20,144.58,100,3.0241,507.22,141,218,68,98
Part-1481,382.5,404.6,14,198.77,100,2.8159,821.13,545,772,163,645
Part-1482,2558.2,820.5,20,146.13,500,3.1174,504.32,1321,3154,1087,3181
Part-1483,204.7,135.0,14,585.67,100,12.2503,2787.18,182,334,47,368
Part-1484,5979.8,2198.2,20,2604.62,100,51.6583,9435.55,3540,10900,160,6620
Part-1485,260.6,416.3,20,439.36,75,9.7025,973.35,670,1064,47,464
Part-1486,33.4,71.8,20,2434.63,100,57.2138,11832.24,116,129,10,64
Part-1487,1185.6,914.6,20,244.31,75,5.5784,596.22,1473,2869,170,1639
Part-1488,491.6,423.6,20,479.26,75,6.7496,2086.4,682,1034,102,802
Part-1489,577.7,381.7,20,284.12,300,6.2033,1017.35,615,1046,267,826
Part-1490,57.7,98.2,20,7584.29,50,137.1492,32026.01,158,254,6,83
Part-1491,142.5,144.2,20,3103.04,200,51.7173,10985.66,232,336,33,187
Part-1492,298.2,233.7,20,732.67,75,17.2177,1594.96,376,606,45,525
Part-1493,1355.7,1019.5,20,83.15,50,1.6214,259.83,1642,2347,276,2625
Part-1494,371.7,328.2,14,392.36,200,7.3568,1515.32,442,822,124,721
Part-1495,415.4,1191.1,20,435.93,200,9.7358,1694.31,1918,2677,104,488
Part-1496,625.8,483.3,14,2687.98,100,52.1916,13222.53,651,1156,53,1173
Part-1497,477.6,420.2,20,7392.46,50,171.8747,28231.61,677,1287,19,830
Part-1498,1326.4,435.0,20,215.11,100,2.9578,615.07,700,1706,326,1662
Part-1499,1270.9,395.2,20,353.34,75,7.8324,752.71,636,1859,157,1356
Part-1500,287.0,216.7,20,71.81,300,1.0472,313.47,349,596,389,364
Part-1501,4.1,12.4,7,486.64,150,7.4618,2271.57,12,11,16,8
Part-1502,62.6,53.0,20,441.23,500,6.5081,1694.73,85,148,101,102
Part-1503,200.7,676.8,20,2185.85,100,33.8807,7534.91,1090,1556,34,345
Part-1504,134.3,78.5,20,5977.99,150,129.5231,27396.89,126,208,14,169
Part-1505,3.4,11.0,14,3103.54,75,64.1398,8444.94,15,16,3,6
Part-1506,0.8,2.6,14,233.32,200,3.5776,745.74,4,4,9,1
Part-1507,1014.3,446.1,7,473.71,50,7.5399,1668.87,425,692,112,1395
Part-1508,223.0,484.3,20,488.54,150,6.7174,1049.44,780,1199,107,363
Part-1509,268.0,475.2,20,112.52,100,1.9879,457.48,765,1031,171,307
Part-1510,53.5,106.7,20,4010.31,150,69.1778,10289.17,172,225,16,98
Part-1511,818.7,527.8,20,3076.35,150,44.0943,9227.39,850,1862,88,1011
Part-1512,880.6,223.4,20,4039.47,200,92.5712,13101.93,360,1042,74,1455
Part-1513,1012.3,651.8,7,50.87,75,1.1785,199.18,621,976,411,1422
Part-1514,587.3,1184.7,20,74.63,150,1.0324,163.92,1908,2451,527,937
Part-1515,1224.9,573.0,20,4296.17,100,68.0227,12985.54,923,2232,46,1357
Part-1516,1345.9,471.7,20,5758.6,100,124.7697,16257.02,760,2551,39,1369
Part-1517,877.9,485.0,20,438.09,100,10.2221,878.18,781,1853,99,1676
Part-1518,287.4,259.4,20,485.72,500,6.5167,1979.29,418,677,232,365
Part-1519,546.7,872.6,20,192.18,300,4.5643,520.39,1405,2258,333,995
Part-1520,822.6,532.2,20,345.49,100,4.5777,863.49,857,1438,168,1645
Part-1521,564.5,896.2,20,96.09,300,1.9618,422.21,1443,1612,524,684
Part-1522,57.4,148.2,7,278.08,300,3.5455,588.86,141,143,78,73
Part-1523,186.9,144.7,20,108.89,75,2.6224,511.86,233,392,130,311
Part-1524,168.4,121.6,20,84.41,150,1.4279,342.76,196,367,177,331
Part-1525,780.8,1479.5,20,3399.31,300,69.9691,8550.08,2382,3366,66,1496
Part-1526,927.8,550.5,20,291.97,150,4.3309,890.6,886,2141,258,1394
Part-1527,818.2,293.1,20,475.18,100,7.8405,2304.6,472,1288,128,1469
Part-1528,1556.8,1001.4,20,65.5,150,1.4301,252.6,1612,3174,518,1768
Part-1529,1334.9,1121.6,20,253.65,75,6.2567,970.5,1806,2531,165,2640
Part-1530,3818.9,953.1,20,345.1,75,8.5987,1366.32,1535,4219,307,7502
Part-1531,0.3,0.9,20,250.45,200,5.656,848.58,1,2,5,0
Part-1532,641.2,445.2,20,456.33,50,10.5336,1141.7,717,1324,72,833
Part-1533,193.8,246.2,20,87.32,200,2.1466,214.17,396,684,206,213
Part-1534,84.7,52.1,20,16.96,100,0.2205,68.89,84,144,317,108
Part-1535,610.4,546.0,20,194.64,100,2.8547,905.43,879,1185,186,1108
Part-1536,1119.2,1611.4,20,1918.57,150,25.2612,5565.07,2595,3669,112,1543
Part-1537,110.7,374.8,7,130.98,200,2.4559,459.77,357,357,109,120
Part-1538,8.3,13.5,20,88.37,300,2.1651,439.79,22,25,41,11
Part-1539,242.9,195.8,20,2527.69,200,49.9219,7005.45,315,616,49,481
Part-1540,1351.4,830.5,20,98.34,150,1.9094,311.8,1337,2231,392,2202
Part-1541,557.8,484.1,20,224.13,100,5.1176,692.69,780,1408,154,790
Part-1542,15.9,41.6,20,477.47,150,11.4991,1001.62,67,76,23,19
Part-1543,296.3,432.6,14,7350.0,50,156.1875,25934.85,583,685,11,589
Part-1544,9.4,23.3,20,251.37,75,5.9491,660.11,38,45,16,17
Part-1545,91.4,213.3,14,183.32,100,2.6887,437.36,287,404,73,117
Part-1546,53.7,181.0,20,262.59,100,4.9454,1084.82,291,335,60,57
Part-1547,1930.0,624.0,20,368.48,50,6.2949,1583.46,1005,3235,178,2039
Part-1548,1092.4,175.8,20,412.15,50,6.8692,1923.37,283,1133,150,1224
Part-1549,552.5,227.8,14,3072.84,100,46.6047,14757.0,307,775,52,873
Part-1550,2736.1,804.0,20,396.21,50,9.377,1825.42,1295,3536,132,5277
Part-1551,167.7,167.8,20,48.77,100,0.886,115.46,270,475,214,251
Part-1552,84.6,91.2,20,6875.5,100,131.7804,18363.68,147,239,14,156
Part-1553,390.0,512.7,20,368.53,75,5.8658,872.47,826,1458,108,564
Part-1554,522.7,219.7,20,134.54,50,3.2962,411.77,354,830,151,893
Part-1555,775.9,476.9,20,439.45,100,8.8622,1042.47,768,1250,163,1344
Part-1556,882.6,923.9,20,270.25,100,3.3781,1070.14,1488,1882,200,1036
Part-1557,744.0,690.7,20,706.56,300,11.1872,2932.33,1112,2134,173,1013
Part-1558,1501.2,2192.8,7,387.55,75,9.6888,960.65,2089,2683,165,2458
Part-1559,518.6,480.6,20,371.84,150,9.1721,1437.06,774,1457,127,555
Part-1560,513.5,213.1,20,353.62,100,6.8367,731.63,343,753,149,699
Part-1561,804.8,296.8,20,346.5,75,6.7856,1144.53,478,1188,166,1235
Part-1562,2373.5,1449.3,20,260.12,100,6.1778,742.91,2334,3737,262,4738
Part-1563,544.9,208.9,7,463.61,100,9.8903,2315.96,199,470,92,803
Part-1564,308.4,221.7,20,445.87,100,10.7752,2126.07,357,716,90,560
Part-1565,352.3,387.7,7,168.06,200,3.1091,410.52,369,594,192,505
Part-1566,64.0,97.3,14,403.32,200,9.9486,1916.62,131,160,61,115
Part-1567,351.8,344.2,20,446.1,75,8.5874,1452.67,554,956,77,561
Part-1568,848.2,326.8,20,311.04,75,6.4022,1160.16,526,1475,158,1600
Part-1569,379.8,172.8,14,280.01,100,3.7801,1008.4,233,458,114,536
Part-1570,189.8,251.6,20,337.58,100,6.8079,1410.57,405,692,82,304
Part-1571,2483.9,923.4,20,85.72,200,1.893,257.58,1487,4725,723,4049
Part-1572,617.5,480.4,20,48.24,500,0.8683,106.56,774,1632,904,875
Part-1573,2595.8,591.0,20,7813.54,75,146.5039,25416.51,952,3878,44,2970
Part-1574,139.8,194.5,20,288.8,200,5.0299,1049.36,313,412,121,153
Part-1575,82.8,48.4,20,65.64,150,1.6136,240.55,78,145,152,84
Part-1576,163.1,548.6,14,211.08,150,3.8874,924.06,739,1046,97,306
Part-1577,843.6,1031.3,20,152.63,100,2.1495,325.51,1661,1983,225,1043
Part-1578,2268.6,1459.5,14,438.36,50,5.6256,2176.14,1966,3904,153,2748
Part-1579,612.0,408.8,20,2877.0,150,63.7735,14303.57,658,1387,60,1062
Part-1580,158.2,95.1,20,290.87,150,5.6235,668.14,153,328,100,209
Part-1581,44.7,68.3,7,4336.33,500,54.2041,13147.98,65,100,30,67
Part-1582,32.6,50.1,7,7652.35,150,132.003,28856.49,48,55,8,38
Part-1583,34.3,83.1,20,2909.92,100,69.5956,9078.88,134,158,10,67
Part-1584,170.1,121.7,20,397.28,500,9.6671,1375.73,196,299,143,315
Part-1585,165.6,286.7,20,1535.46,100,20.2169,4572.27,462,619,41,309
Part-1586,3358.1,2210.2,20,418.37,75,5.892,1730.55,3559,6199,378,4724
Part-1587,1028.6,599.9,20,98.04,150,1.2337,303.14,966,1858,413,1813
Part-1588,606.5,298.0,20,61.14,100,1.4266,201.13,480,1243,331,694
Part-1589,113.4,258.8,20,3361.24,300,45.0966,12529.77,417,641,38,114
Part-1590,12.7,29.1,20,6465.4,100,89.438,31729.62,47,52,5,13
Part-1591,0.0,0.1,20,133.28,75,2.0436,523.18,0,0,1,0
Part-1592,417.6,577.5,14,294.63,75,7.0711,674.93,778,1286,106,608
Part-1593,490.8,120.8,20,204.93,150,4.3206,605.92,195,548,240,745
Part-1594,247.9,230.4,14,433.61,100,8.7806,1413.2,310,401,62,250
Part-1595,189.6,92.8,14,116.68,100,2.6059,492.45,125,219,98,270
Part-1596,1051.7,766.5,20,498.41,150,10.5497,1665.0,1234,2388,199,1807
Part-1597,7.6,16.1,14,182.9,75,3.9933,727.45,22,23,18,11
Part-1598,25.4,52.6,20,2333.95,75,31.3138,10545.92,85,135,10,44
Part-1599,109.9,88.1,7,70.5,150,1.3982,163.07,84,121,122,136
Part-1600,699.1,484.1,20,291.75,50,6.3942,1253.71,780,1482,84,1268
Part-1601,157.1,449.4,20,480.84,300,9.4164,2037.19,724,795,124,250
Part-1602,2.6,8.8,20,5486.68,75,69.4979,24465.86,14,17,2,3
Part-1603,23.6,45.4,14,4295.18,100,65.1436,20909.79,61,85,8,29
Part-1604,17.6,43.2,20,632.84,75,15.5046,1853.46,70,98,11,29
Part-1605,80.1,183.2,20,215.59,75,4.5993,708.66,295,423,48,147
Part-1606,380.7,887.5,20,53.48,200,1.1275,149.1,1429,1900,290,539
Part-1607,268.9,390.5,20,443.5,150,9.2026,1322.21,629,1068,97,338
Part-1608,761.7,471.4,20,193.82,100,2.7296,579.42,759,1733,186,1422
Part-1609,41.3,63.7,14,249.66,100,3.1416,1150.76,86,129,61,69
Part-1610,201.1,388.7,20,149.17,75,2.6851,326.49,626,674,93,291
Part-1611,565.6,248.2,7,7830.93,150,141.6093,20423.82,236,341,37,842
Part-1612,217.2,134.7,14,3568.65,200,80.8894,13673.91,181,292,41,262
Part-1613,1012.1,1133.6,14,23.51,100,0.3468,100.99,1527,2419,846,1646
Part-1614,231.4,312.8,20,202.94,100,3.2301,830.46,504,713,125,314
Part-1615,16.1,54.3,20,366.69,200,4.9503,784.62,87,101,33,32
Part-1616,176.7,457.0,20,157.88,200,2.7629,530.7,736,1083,149,262
Part-1617,227.7,301.7,20,6570.13,75,102.932,16776.31,486,846,20,338
Part-1618,396.7,518.1,20,284.42,100,4.4796,1411.98,834,1465,172,621
Part-1619,343.6,215.3,20,497.57,300,7.7953,2486.2,347,634,182,659
Part-1620,108.8,58.8,20,380.36,200,5.8639,818.8,95,220,91,196
Part-1621,0.1,0.4,20,483.72,75,7.9814,1936.41,1,1,1,0
Part-1622,128.4,74.6,7,348.11,100,6.7011,1545.33,71,101,62,221
Part-1623,125.7,78.5,20,138.18,500,2.4872,410.99,126,217,176,199
Part-1624,2.2,7.4,20,147.31,150,1.9641,601.16,12,13,19,3
Part-1625,165.5,221.7,20,412.12,200,7.3495,1056.27,357,512,121,197
Part-1626,17.2,40.6,20,216.72,50,5.0026,516.63,65,96,16,25
Part-1627,75.5,151.8,20,188.26,200,2.5886,899.11,244,270,122,94
Part-1628,91.6,126.0,20,1458.13,150,35.4812,5726.96,203,328,24,175
Part-1629,72.6,76.9,14,11.55,75,0.1887,51.41,104,158,251,97
Part-1630,619.2,344.7,14,264.86,100,3.3549,953.0,464,815,154,1209
Part-1631,8.0,26.8,7,388.66,50,6.089,957.73,26,29,11,12
Part-1632,46.9,80.9,20,369.4,200,4.9253,1156.21,130,164,72,77
Part-1633,115.5,127.5,20,186.95,200,3.6611,868.38,205,336,105,178
Part-1634,203.8,191.0,20,270.15,100,4.435,552.95,308,500,107,230
Part-1635,403.4,294.3,14,3096.09,100,69.92,8116.5,396,581,40,555
Part-1636,89.4,56.8,20,5303.05,100,114.8994,14635.67,91,151,15,98
Part-1637,968.0,373.0,20,297.25,50,5.4496,829.03,601,1593,117,1571
Part-1638,28.9,97.3,14,438.02,100,8.5414,1005.59,131,181,25,42
Part-1639,475.2,165.0,20,109.31,75,2.1953,496.78,266,686,150,845
Part-1640,503.8,251.7,20,413.45,75,6.5807,1024.75,405,1000,139,615
Part-1641,16.3,43.8,20,7377.28,500,105.1262,33116.78,71,94,15,19
Part-1642,5.8,12.1,20,334.69,100,5.7455,1025.89,19,30,15,8
Part-1643,0.0,0.1,20,200.22,100,2.7363,675.13,0,0,1,0
Part-1644,985.0,473.2,20,186.88,300,3.0679,633.25,762,1793,455,1685
Part-1645,3.8,12.8,14,4029.31,100,78.2358,16679.11,17,22,3,5
Part-1646,352.7,412.7,20,495.16,150,9.5318,2076.65,665,1204,84,535
Part-1647,3493.2,2877.8,20,3483.48,75,48.7687,13662.43,4634,7800,121,3787
Part-1648,92.6,41.3,20,459.71,100,5.7847,1986.55,67,147,47,184
Part-1649,825.9,1347.8,14,295.34,150,4.0117,598.04,1816,1904,300,1376
Part-1650,478.1,417.8,20,434.74,100,5.6154,1527.86,673,1322,153,615
Part-1651,1934.9,2030.1,20,4404.95,50,77.0866,15734.82,3269,5932,57,3068
Part-1652,108.9,334.9,20,601.55,100,10.4269,1635.02,539,545,35,121
Part-1653,172.3,421.4,20,418.3,200,6.4836,1534.79,679,893,94,339
Part-1654,382.1,107.2,20,416.92,75,6.3233,1418.14,173,542,85,449
Part-1655,23.3,78.6,20,393.43,50,6.8522,1344.09,127,127,17,38
Part-1656,2141.2,1017.8,20,155.58,75,2.1133,366.45,1639,4565,311,2667
Part-1657,17.4,33.6,20,263.37,150,3.9944,870.65,54,64,46,30
Part-1658,185.0,237.7,20,153.35,200,2.6964,659.3,383,464,175,329
Part-1659,2126.1,608.1,14,845.5,50,11.5552,2730.94,819,2388,125,3558
Part-1660,92.1,209.7,20,154.1,300,3.5443,533.57,338,481,121,149
Part-1661,29.5,99.4,20,145.69,150,3.0473,714.25,160,153,54,56
Part-1662,2125.4,382.2,20,348.24,150,6.0071,1607.25,615,2895,352,2293
Part-1663,294.3,281.1,20,326.88,100,4.7125,1564.48,453,762,116,392
Part-1664,3.7,6.4,20,106.11,100,1.5828,236.95,10,12,28,5
Part-1665,360.7,204.6,14,4116.91,300,57.6367,15873.74,276,453,62,717
Part-1666,19.3,35.3,20,6861.39,300,99.4902,18321.53,57,79,14,27
Part-1667,185.1,100.3,20,7560.11,150,134.192,24288.6,162,315,24,321
Part-1668,551.4,1001.9,20,374.89,150,5.842,1514.27,1613,2613,145,929
Part-1669,171.1,129.0,14,184.62,75,4.354,689.88,174,337,97,207
Part-1670,313.2,80.4,20,286.83,500,7.0273,1008.84,129,532,172,388
Part-1671,748.6,575.7,14,104.06,200,2.2026,462.37,776,1169,443,959
Part-1672,603.8,191.7,20,308.78,100,6.9733,1249.88,309,1093,127,852
Part-1673,204.4,144.3,20,107.96,200,1.6914,481.84,232,424,271,252
Part-1674,68.7,231.7,20,87.6,75,1.825,420.11,373,420,92,70
Part-1675,165.8,198.7,14,196.33,75,2.6014,812.0,268,311,117,312
Part-1676,631.1,803.1,14,396.08,200,9.704,1261.98,1082,1238,191,1240
Part-1677,1775.2,2157.4,14,92.38,150,1.9323,243.73,2906,4546,482,2382
Part-1678,35.5,61.7,20,62.93,150,1.0383,177.01,99,134,80,48
Part-1679,111.6,76.3,20,2857.54,150,63.3421,9115.24,123,207,22,112
Part-1680,641.0,345.1,20,210.9,75,2.6714,890.06,556,1255,161,1077
Part-1681,725.2,397.6,20,144.6,100,2.4823,306.62,640,1216,274,1324
Part-1682,37.8,127.9,14,5898.16,150,139.5898,26204.61,172,210,8,43
Part-1683,331.6,235.7,20,491.06,75,7.7342,2098.99,380,668,103,385
Part-1684,83.5,281.2,14,1021.59,150,21.2831,3573.78,379,509,37,149
Part-1685,692.3,454.2,20,231.92,150,3.9426,741.91,731,1627,277,1119
Part-1686,7.7,19.0,20,493.25,300,8.5908,1153.26,31,39,19,8
Part-1687,618.9,316.4,14,20.16,75,0.4402,57.84,426,804,562,1004
Part-1688,499.0,483.3,14,349.85,100,8.3672,814.76,651,948,137,653
Part-1689,4477.5,1719.2,20,5425.92,500,79.128,24181.45,2768,8176,242,6128
Part-1690,67.1,83.4,20,453.52,75,7.2563,1600.02,134,188,40,119
Part-1691,526.3,558.0,20,456.41,200,8.4816,1250.73,899,1252,185,953
Part-1692,332.5,247.2,20,196.67,75,3.9662,404.01,398,599,95,466
Part-1693,740.8,258.0,20,5002.81,300,91.7182,17868.85,415,1132,72,1442
Part-1694,39.5,133.2,14,216.86,100,4.8974,923.01,179,209,39,56
Part-1695,90.0,127.3,14,482.83,500,10.6625,2075.92,172,273,76,159
Part-1696,31.9,57.5,20,144.29,75,2.5371,381.4,93,111,41,47
Part-1697,2406.2,2758.6,14,490.75,150,6.3798,2446.48,3716,5169,265,4566
Part-1698,47.1,158.7,20,410.6,150,6.1248,1521.82,256,349,37,90
Part-1699,908.0,300.5,20,5054.55,200,93.9304,15143.54,484,1579,51,987
Part-1700,4.7,15.9,20,396.58,75,9.551,1260.5,26,29,12,9
Part-1701,562.6,152.1,20,29.65,100,0.5806,70.37,245,786,463,1027
Part-1702,2.1,4.8,20,276.29,100,5.2956,961.51,8,9,12,4
Part-1703,162.9,140.6,14,181.89,100,3.9258,774.83,189,363,90,196
Part-1704,77.7,97.5,20,216.33,150,3.1188,698.36,157,197,79,140
Part-1705,685.5,326.0,20,239.06,50,3.4265,1099.81,525,1437,145,1268
Part-1706,307.2,179.8,20,253.84,200,4.273,870.74,290,645,169,396
Part-1707,0.1,0.2,7,329.92,150,8.2205,1551.23,0,0,2,0
Part-1708,328.7,319.4,20,349.9,75,8.1935,1437.95,514,674,86,345
Part-1709,61.5,207.4,20,6208.07,75,130.3695,13440.65,334,399,7,71
Part-1710,185.0,624.2,20,382.58,50,6.6633,842.08,1005,1161,58,284
Part-1711,588.8,350.3,14,345.46,100,6.7077,1520.13,472,754,146,928
Part-1712,204.7,210.8,20,3683.29,150,60.1604,11309.44,339,585,27,337
Part-1713,93.4,73.5,14,63.31,150,1.3242,162.56,99,199,114,95
Part-1714,39.8,134.1,20,34.1,500,0.6053,156.72,216,267,302,78
Part-1715,67.3,225.9,20,241.45,100,3.3803,1195.16,364,480,63,70
Part-1716,1.4,3.1,20,2774.26,200,42.0763,12279.55,5,5,3,2
Part-1717,3.0,10.2,7,326.83,200,6.5638,1364.64,10,11,18,3
Part-1718,336.3,191.6,20,476.67,50,10.0895,954.71,309,536,45,527
Part-1719,333.3,308.1,14,194.3,300,2.6554,450.37,415,685,310,644
Part-1720,368.6,145.6,20,315.75,300,7.1307,1267.05,234,715,227,614
Part-1721,315.2,361.3,14,2345.43,100,53.554,7572.67,487,765,30,575
